FID,OBJECTID,SHAPE,ID,PLZ,ORT,STRASSE,STANDORT,TYP,OBJEKTTITEL,VULGONAMEN,BIOGR_ANGABEN,INSCHRIFT,BESCHREIBUNG,MATERIAL,ENTSTEHUNG,EPOCHE,KUENSTLER,GESCHICHTE,LITERATURQUELLEN,SE_ANNO_CAD_DATA
KUNSTWERKOGD.3619633,3619633,POINT (16.35347807046932 48.223247228557135),78205,1090,Wien,Nußdorferstraße / Fluchtgasse,,Profanplastiken/Kunst am Bau freistehend,"Bronzeplastik ""Flora Exemplar""",,,"""FLORA  EXEMPLAR ANDREW ROGERNS 1999""

""FLORA EXEMPLAR IS PRESENTED TO THE CITY OF VIENNA BY ANDREW ROGERNS, SCULPTOR, ON BEHALF OF THE STATE OF THE WORLD FORUM, IN DEDICATION ON A WORLD, WHERE GENOCIDE AND HATE HAVE NO PLACE.""

""UNVEILED BY THE UNITED STATES AMBASSADOR TO AUSTRIA KATHRIN WALT HALL"" 6TH DECEMBER; 1999.",Figurative abstrakte Figur,Bronze,,12 Nach 1945,Andrew ROGERNS,,Presseartikel im Kurier vom 8. Dezember 1999 siehe oben.,
KUNSTWERKOGD.3619634,3619634,POINT (16.360351588855146 48.215376933829674),78218,1090,Wien,Votiv-Park (Sigmund-Freud-Park),,Profanplastiken/Kunst am Bau freistehend,"Sterzinger, Carrara, Schlesischer",,,,"Abstrahierte Körper, die barock und organisch aus Bindungen quellen;",Stein,1988,12 Nach 1945,Rudolf MORATTI,,,
KUNSTWERKOGD.3619635,3619635,POINT (16.35982642744907 48.21458564084075),78219,1090,Wien,Währinger Straße 43,"Sigmund-Freud-Park, Votiv Park",Profanplastiken/Kunst am Bau freistehend,PaN Tisch - Partner aller Nationen,,,,"Das Steinmonument besteht aus einem fünfeckigen Tisch mit rundum aufgestellten 10 Stühlen, alles aus geschliffenem und polierten Granit. Die Stühle sind ca. 1,50 m hoch und sind zusammengesetzt aus der Lehne (gleichzeitig Fuß), darin eingelassen die Sitzfläche und zwei Füße, alle Elemente ca. 8 cm dick. Der fünfeckige Tisch mit Kantenlänge von ca. 1,60 m, die Tischplatte aus sechs Einzelteilen (ein runder Mittelteil und fünf rundum angeordnete Sektoren) ist ca. 10 cm dick und ruht auf fünf diagonal angeordneten Stützen.

Der Platz an der Aufstellungsfläche ist mit Kleinsteinpflaster gepflastert.",Sehr dichter hochkapillarer Granit,,12 Nach 1945,,"Das Objekt wurde der Bundeshauptstadt Wien 2004 vom ""Dachverband aller österreichisch-ausländischen Gesellschaften-PaN"" geschenkt.",,
KUNSTWERKOGD.3619636,3619636,POINT (16.359893807852735 48.21480146396909),78220,1090,Wien,Votiv-Park,,Profanplastiken/Kunst am Bau freistehend,"""Der zerbrochene Globus""",,,,"Massive Elemente unterschiedlicher Form, im Ganzen eine berstende Kugel symbolisierend.",Eisenguss,1971,12 Nach 1945,Karl Anton WOLF,,,
KUNSTWERKOGD.3619637,3619637,POINT (16.343881319916147 48.21710591958528),78221,1090,Wien,Zimmermannplatz,G.Posanner Park,Profanplastiken/Kunst am Bau freistehend,Garten mit Brunnen,,,,Skulptur in begrüntem rechteckigen Grundstück,Bronze,2008,12 Nach 1945,Ines LOMBARDI,,,
KUNSTWERKOGD.3619638,3619638,POINT (16.368717992401265 48.16754878301348),78234,1100,Wien,Laxenburger Straße 94,"Anton-Hölzl-Hof
im Hof",Profanplastiken/Kunst am Bau freistehend,Figurale Gruppe,,,,"Doppelfigur auf Säule mit quadratischem Grundriss stehend, Figuren 210 cm, Sockelhöhe 350 cm","Stein, Figuren, Plinthe, Sockel aus Lindabrunner Feinkonglomerat",1931,11 Zwischenkriegszeit und 2. Weltkrieg,Otto FENZL,,,
KUNSTWERKOGD.3619639,3619639,POINT (16.36765604267159 48.16772894480995),78247,1100,Wien,Leebgasse 100,Margarethe-Hilferding-Hof,Profanplastiken/Kunst am Bau freistehend,Putto mit Schnecke,,,,"Knabe auf Schnecke sitzend, auf hohem Sockel",Stein,,11 Zwischenkriegszeit und 2. Weltkrieg,Hugo TAGLANG,,,
KUNSTWERKOGD.3619640,3619640,POINT (16.388132358031495 48.15575143265514),78250,1100,Wien,Ludwig von Höhnel Gasse / Alaudagasse,Volkspark Laaerberg zwischen Teich und Atrium,Profanplastiken/Kunst am Bau freistehend,"Keramikstele ""Tag und Nacht""",,,,"hohe Stele mit rechteckigem nach oben sich verjüngendem Grundriss auf Natursteinsockel, an deren Längsseiten vollflächig farbige und mit Reliefs verzierte Kacheln aufgebracht sind; die Schmalseiten zeigen durchgehend terrakottafarbene Fliesen mit Sonnendarstellung",Keramik,,12 Nach 1945,Helmut LEHERB,,,
KUNSTWERKOGD.3619641,3619641,POINT (16.402934823712734 48.15062740105062),78255,1100,Wien,Oberlaa Kurpark,in der Filmstadt,Profanplastiken/Kunst am Bau freistehend,"Marmorskulptur "" Große Figur""",,,,,Krastaler Marmor,,12 Nach 1945,Otto EDER,,,
KUNSTWERKOGD.3619642,3619642,POINT (16.398362825861014 48.14635733360261),78262,1100,Wien,Oberlaa Kurpark,im Objekt der MA 42,Profanplastiken/Kunst am Bau freistehend,"Keramikplastik ""Zwerg""",,,,stilisiertes Gesicht eines Zwergesmit roter Zipfelmütze und Orangener Kugel auf würfelförmigem hellen Sockel,Keramik,,12 Nach 1945,Andrea SCHRITTWIESER,,,
KUNSTWERKOGD.3619643,3619643,POINT (16.397922439881327 48.14892066608898),78276,1100,Wien,Oberlaa Kurpark,im  Staudengarten,Profanplastiken/Kunst am Bau freistehend,"Marmorskulptur ""Torso""",,,,"nackter halb plastisch aus dem Steinblock hervortretender Fauenkörper auf Betonsockel, dargestellt vom Hals bis zu den Waden;",Marmor,,12 Nach 1945,Ulrike TRUGER,,,
KUNSTWERKOGD.3619644,3619644,POINT (16.405947646164602 48.14347997098284),78279,1100,Wien,Oberlaa Kurpark,,Profanplastiken/Kunst am Bau freistehend,"Marmorskulptur ""Quellenymphen""",,,,,"Marmor, Betonsockel",,12 Nach 1945,Rudolf SCHWAIGER,,,
KUNSTWERKOGD.3619645,3619645,POINT (16.407335713372017 48.14452855016592),78281,1100,Wien,Oberlaa Kurpark,etwas oberhalb des Ornamentvorhanges,Profanplastiken/Kunst am Bau freistehend,"Bronzefigur ""Papagenobrunnen""",,,,,Bronze,2012 Wiedererrichtung,12 Nach 1945,HILDE HEGER,,,
KUNSTWERKOGD.3619646,3619646,POINT (16.35000098152725 48.155519538447884),78282,1100,Wien,"Otto-Probst-Straße 10, Tesarekplatz 4",vor der Schule,Profanplastiken/Kunst am Bau freistehend,Pyramide,,,,geometrischer Körper auf freiem Platz,Beton,,12 Nach 1945,Gustav PEICHL,,,
KUNSTWERKOGD.3619647,3619647,POINT (16.365143529889934 48.170364637834574),78287,1100,Wien,Troststraße 68-70,Pernerstorfer-Hof,Profanplastiken/Kunst am Bau freistehend,Brunnenplastik: Mutter mit Kindern,,,,Frauenfigur in inniger Pose zwei Kinder in beiden Armen haltend,Stein,,11 Zwischenkriegszeit und 2. Weltkrieg,Josef JOSEPHU,,,
KUNSTWERKOGD.3619648,3619648,POINT (16.409273493213508 48.17387938796546),78292,1110,Wien,Drischützgasse 5 / Ehamgasse 4,Josef-Scheu-Hof,Profanplastiken/Kunst am Bau freistehend,Brunnenplastik: Nixchen,,,,Kindhafte Figur ein Seepferdchen umklammernd.,Stein,1926,11 Zwischenkriegszeit und 2. Weltkrieg,Anton ENDSTORFER,,,
KUNSTWERKOGD.3619649,3619649,POINT (16.42918064466089 48.16336983665762),78294,1110,Wien,Florian-Hedorfer-Straße 5,vor dem Simmeringer Bad,Profanplastiken/Kunst am Bau freistehend,"2-teilige Steinplastik ""Wellen-Brandung""",,,,sich gegenüberstehende in Stein abstrakt nachgebildete Wellen,Stein,,12 Nach 1945,Wolfgang HAIDINGER,,,
KUNSTWERKOGD.3620393,3620393,POINT (16.37763822556826 48.209526403895424),96929,1010,Wien,Schönlaterngasse 7a,,Gedenktafeln,Robert Schumann - Gedenktafel,,,In diesem Hause wohnte / Robert Schumann / vom Oktober 1838 bis April 1839 / dem Tondichter der Romantik / anlässlich der hundertsten / Wiederkehr des Sterbetages am / 29. Juli 1956 / gewidmet von der Akademie / für Musik und darstellende / Kunst in Wien,,Stein,1956,12 Nach 1945,,,,
KUNSTWERKOGD.3620394,3620394,POINT (16.36465690983686 48.214116896889315),96930,1010,Wien,Schottenbastei 7-9,Schule,Gedenktafeln,Robert von Lieben - Gedenktafel,,,Bis 1896 war der Physiker / Robert v. Lieben / Erfinder der Radioröhre / Schüler dieser Anstalt / Öst. Verb. F. Elektrotechnik,,Stein,um 1984,12 Nach 1945,,,,
KUNSTWERKOGD.3620395,3620395,POINT (16.37559201445287 48.208115189017875),96931,1010,Wien,Schulerstraße 14,,Gedenktafeln,Juristenschule der Universität - Gedenktafel,,,An der Stelle dieses Hauses stand / vom Jahre 1389 bis zum Jahre 1765 / die Juristenschule der Universität / samt den zwei Kapellen des H. Jvo.,,Stein (Marmor),,,,,"Hans Markl, Die Gedenktafeln Wiens (ABZ-Verlag, Wien 1948), S. 46.",
KUNSTWERKOGD.3620396,3620396,POINT (16.37506742881957 48.20829523227437),96932,1010,Wien,Schulerstraße 8,,Gedenktafeln,Wolfgang Amadeus Mozart - Gedenktafel,,,"In diesem Hause wohnte / Wolfgang Amadeus Mozart / 1784-1787 / und schreib hier seine Oper / ""Die Hochzeit des Figaro"" / Zur Erinnerung errichtet vom / Wiener Männergesang-Verein / 1906.",,Stein (Marmor),1906,10 Späthistorismus/Jugendstil/Neoklassizismus,,,,
KUNSTWERKOGD.3620397,3620397,POINT (16.37115420531913 48.21126425274),96933,1010,Wien,Schultergasse 5,,Gedenktafeln,Johann Fischer von Erlach - Gedenktafel,,,"In dem bis Ende des XVIII. Jahrhunderts
an dieser Stelle gestandenen Hause,
dem alten Sternhof

lebte und starb der große
Baukünstler

Johann Bernard
Fischer von Erlach

Erbauer der Karlskirche
Hofarchitekt der Kaiser Leopold I.,
Josef I. und Karl VI.

geb. in Graz, Juli 1656,
gestorben am 5. April 1723

Dem großen Meister
errichtet
von der Architektenvereinigung
'Wiener Bauhütte' 1908",,"Stein (Marmor), Metall (Bronze)",1908,,,,,
KUNSTWERKOGD.3620398,3620398,POINT (16.3734899544356 48.20375417783043),96934,1010,Wien,Seilerstätte 19,,Gedenktafeln,Fanny Elssler - Gedenktafel,,,"Dem Andenken / der grossen Tänzerin / Fanny Elssler / 1810-1884 / Sie ist das Lächeln ihres / Jahrhunderts gewesen, / eines der seltenen / Meisterwerke, die der / Schöpfer viele Men- / schenalter in seinen / Händen wägt, ehe er / sie zum Leben entlässt.",,Stein (Marmor),1936?,11 Zwischenkriegszeit und 2. Weltkrieg,,,,
KUNSTWERKOGD.3620399,3620399,POINT (16.373974762283527 48.204419518034065),96935,1010,Wien,Seilerstätte 26,,Gedenktafeln,Clemens Maria Hofbauer - Gedenktafel,,,Der heilige / Clemens Maria Hofbauer / Priester der Congregation d. allerh. Erlösers  / der Apostel Wiens / wirkte in der Kirche und im Kloster / der ehrwürdigen Ursulinen / von 1813 bis zu seinem Tode 1820,,Stein,1910,10 Späthistorismus/Jugendstil/Neoklassizismus,,,,
KUNSTWERKOGD.3620400,3620400,POINT (16.373140150040832 48.20372731128508),96936,1010,Wien,Seilerstätte 30,,Gedenktafeln,Otto Nicolai - Gedenktafel,,,Otto / Nicolai / 1810-1849 / Begründer der Wiener / Philharmonischen Konzerte / 1842,,"Stein (Marmor), Metall (Bronze)",,,Rudolf BACHMANN,,,
KUNSTWERKOGD.3620401,3620401,POINT (16.37427616039604 48.211721913288564),96938,1010,Wien,Seitenstettengasse 2,,Gedenktafeln,Adalbert Stifter - Gedenktafel,,,In diesem Haus wohnte / Adalbert Stifter / in den Jahren 1842-1848,,"Stein (Marmor), Bronzerelief (Porträtmedaillon von Rathausky)",1930,11 Zwischenkriegszeit und 2. Weltkrieg,,,,
KUNSTWERKOGD.3620402,3620402,POINT (16.37427616039604 48.211721913288564),96939,1010,Wien,Seitenstettengasse 2,,Gedenktafeln,Adalbert Stifter Sonnenfinsternis - Gedenktafel,,,"Von hier aus beobachtete / Adalbert Stifter / am 8. Juli 1842 / die einzige im Wien der Neuzeit / eingetretene totale / Sonnenfinsternis / 
Errichtet 1994 auf Initiative des Jugendclubs / ""Dingi-Vindemiatrix"" / mit Förderung durch die MA 7",,Stein (Marmor),1994,12 Nach 1945,,,,
KUNSTWERKOGD.3620403,3620403,POINT (16.37512382723662 48.211694649282435),96940,1010,Wien,Seitenstettengasse 6,,Gedenktafeln,Ehemaliges Stadttor am Katzensteig - Gedenktafel,,,"An der Stelle dieses Hauses stand das / Thor am Katzensteig, ein Theil der / Umwallung zur Zeit der Babenberger. / Abgebrochen im Jahre 1825.",,Stein (Marmor),vor 1945,,,,,
KUNSTWERKOGD.3620404,3620404,POINT (16.375926918539868 48.206235490248865),96942,1010,Wien,Singerstraße 28,,Gedenktafeln,Zu den drei Hacken - Gedenktafel,,,Illustre Stammgäste / vor mehr als 100 Jahren / im Wirtshaus Zu den drei Hacken / allhier in der Singerstraße / Johann Nestroy / Giesrau / Therese Krones / Franz Schober / Franz Schubert / Moritz v. Schwind / Franz Kupelwieser / Wenzel Scholz / Sindela,,"Stein, Metall (beschichtet)",,,,,,
KUNSTWERKOGD.3620405,3620405,POINT (16.372362765793497 48.20784645541999),96943,1010,Wien,Singerstraße 3,,Gedenktafeln,Johannes Sambucus - Gedenktafel,,,An dieser Stelle stand / das Wohn- und Sterbehaus / des ungarischen Humanisten / Johannes Sambucus - Zsamboky / 1531 / 1584,,Stein,um 1984,12 Nach 1945,,,,
KUNSTWERKOGD.3620406,3620406,POINT (16.373250531242952 48.207540402713605),96944,1010,Wien,Singerstraße 7,,Gedenktafeln,Wolfgang Amadeus Mozart - Gedenktafel,,,Wolfgang Amadeus / Mozart / wohnte im deutschen Hause / vom 16. März bis zum 2. Mai / 1781 / 1906,,Stein,1906,10 Späthistorismus/Jugendstil/Neoklassizismus,,,,
KUNSTWERKOGD.3620407,3620407,POINT (16.370236663641037 48.20737046506822),96947,1010,Wien,Spiegelgasse 9,,Gedenktafeln,Franz Schubert - Gedenktafel,,,Franz Schubert / wohnte 1822-23 in diesem Hause / bei seinem Freunde Franz v. Schober / u. schuf hier u. a. die H-Moll Sinfonie. / Wiener Schubertbund 1928.,,"Stein (Marmor), Metall (Bronze)",1928,11 Zwischenkriegszeit und 2. Weltkrieg,,,,
KUNSTWERKOGD.3620408,3620408,POINT (16.373748984253933 48.20842157630169),96948,1010,Wien,Stephansplatz 1 (gegenüber Nr. 6),im Dom in der Kreuzkapelle,Gedenktafeln,Wolfgang Amadeus Mozart - Gedenktafel,,,An dieser Stätte / wurde des unsterblichen / W. A. Mozart / Leichnam / am 5. Dez. 1791 eingesegnet / Wr. Schubertbund 1931,"Roter Marmor, Goldschrift, kreisrundes Medaillon (Portrait)","Stein (Marmor), Metall",1931,11 Zwischenkriegszeit und 2. Weltkrieg,,,,
KUNSTWERKOGD.3620409,3620409,POINT (16.37288763304255 48.20805313288594),96949,1010,Wien,Stephansplatz 3,,Gedenktafeln,Bürgerschule - Gedenktafel,,,"Hier stand die Bürgerschule der Gemeinde, / die älteste und bis zur Gründung der / Universität durch Herzog Rudolf IV. auch / die bedeutendste Lehranstalt der Stadt",,Stein (Marmor),vor 1948,,,,,
KUNSTWERKOGD.3620410,3620410,POINT (16.373455377233174 48.21171318946232),96950,1010,Wien,Sterngasse 3,,Gedenktafeln,Türkenstein - Gedenktafel,,,Anno 1683 Jahr den 20. July ist diser Stein aus einer Mörser v. den Dyrckh aus der Leoboldstatt herein geworffen worden wegt 79 Pfundt,,Stein,,,,,,
KUNSTWERKOGD.3620411,3620411,POINT (16.37332086278155 48.211767192339316),96951,1010,Wien,Stiegenaufgang Sterngasse in Richtung Dr. Deisder-Friedmann-Platz,,Gedenktafeln,Theodor Herzl Stiege - Gedenktafel,,,"Theodor-Herzl-Stiege / Dr. Theodor Herzl (1860-1904) / Schriftsteller und Journalist / Er schrieb 1896 in Wien das Buch / ""Der Judenstaat"" / und gab damit die Kühne Idee / zur Gründung des Staates Israel / Gewidmet 1996 vom Kulturverein Wien Innere Stadt",,Stein,1996,12 Nach 1945,,,,
KUNSTWERKOGD.3620412,3620412,POINT (16.36617563663802 48.21104083115522),96952,1010,Wien,Strauchgasse 1,,Gedenktafeln,Alsbach - Gedenktafel,,,Bis zum J. 1456 / floss durch diese Gasse / und durch den tiefen Graben / der Alsbach zu Donau zu.,,Stein,vor 1948,,,,,
KUNSTWERKOGD.3620413,3620413,POINT (16.36818129418201 48.21238027850167),96953,1010,Wien,Tiefer Graben 18,,Gedenktafeln,Wolfgang Amadeus Mozart - Gedenktafel,,,In diesem Hause wohnte / Wolfgang Amadeus / Mozart / während seines dritten Wiener Auf- / enthaltes im Sommer des Jahres 1773. / Das Erleben der Musik Wiens / entschied hier seinen Weg zum Meister / deutscher Kunst,,Stein (Marmor),,,,,,
KUNSTWERKOGD.3620414,3620414,POINT (16.37017121024199 48.21011341631766),96954,1010,Wien,Tuchlauben 8,,Gedenktafeln,Heinrich Franz Dassanowsky - Gedenktafel,,,Im alten Schönbrunnerhaus / wohnte bis zu seinem Tod am 2. März 1892 / der Philanthrop und Wohltäter / Heinrich Franz von Dassanowsky,,Stein,,,,,,
KUNSTWERKOGD.3619810,3619810,POINT (16.363881599976498 48.24851601426823),94160,1190,Wien,Boschstraße 1-19 / Josef-Hindels-Gasse,"Karl- Marx-Hof, Stiege 32",Gedenktafeln,12. Februar 1934 - Gedenktafel,Kämpfer 12. Februar 1934,,"Als erste in Europa traten / Österreichs Arbeiter / am 12. Februar 1934 / mutig dem Faschismus entgegen / sie kämpften für / Freiheit, Demokratie / und Republik /
Niemals vergessen! / Sozialistische Freiheitskämpfer",,Stein,,12 Nach 1945,,,,
KUNSTWERKOGD.3619811,3619811,POINT (16.364501472716995 48.249388199125484),94221,1190,Wien,Boschstraße 9,"Karl Marx Hof, Stiege 40",Gedenktafeln,Opfer des Holocaust - Gedenktafel,Kündigungsgrund Nichtarier,,"""Kündigungsgrund Nichtarier"" / 66 Familien wurden von den Nationalsozialisten / 1938/39 aus dem Karl Marx-Hof vertrieben / von ihnen wurden Opfer des Holocaust / Ernestine Bauer / Gisela, Ilse und Salomon Bressler / Arthur Deutsch / Hilda und Karl Fürth / Sara Jecies / Marie und Oskar Kerpen / Beila und Khos Lewinter / Viktor Marder / Robert Mekler / Ilse, Kurt und Moritz Mezei / Seraphine und Gustav Müller / Helene, Ignaz und Walter Preiss / Josef und Pessel Salner / Emil Singer / Berta Sperling / Samuel Tauber / Leopold Josef Taussig / Malvine Weiss / 
Niemals vergessen.",,Stein,,12 Nach 1945,,,,
KUNSTWERKOGD.3619812,3619812,POINT (16.384005369884573 48.16945900218434),94269,1100,Wien,Laaer-Berg-Straße 32,,Gedenktafeln,Manfred Ackermann - Gedenktafel,,"Prof. Manfred Ackermann, geboren am 1. November 1898 in Mikulov/Nikolsburg, Mähren, kam als Kind mit seinen Eltern nach Wien und er lebte in der Brigittenau. Ab 1923 organisierte er die Jugend des ""Zentralvereins der kaufmännischen Angestellen"" und baute sie zu einer der aktivsten Jugendorganisationen aus. Nach dem Verbot der Sozialdemokratischen Arbeiterpartei war er Mitbegründer und erster Obmann der Revolutionären Sozialisten, deren Führung er bis zum Jahr 1938 angehörte. 1938 von den Nazis vertrieben, flüchtete Manfred Ackermann in die Vereinigten Staaten, wo er wiederum gewerkschaftlich tätig war. Nach seiner Pensionierung kehrte er 1964 nach Österreich zurück und nahm seinen Wohnsitz in der Laaer-Berg-Straße 32. Vom Bundespräsidenten wurde ihm 1973 der Berufstitel ""Professor"" verliehen. Bis ins hohe Alter war er unermüdlich als Volks- und Erwachsenenbildner tätig. Manfred Ackermann ist am 16. Juni 1991 in Wien verstorben.","In diesem Haus wohnte / Prof. Manfred Ackermann / (1898-1991) / Er widmete sein Leben dem Kampf für Freiheit / und Demokratie und war erster Obmann / der Revolutionären Sozialisten. / 1938 von den Nazis vertrieben, kehrte er 1964 zurück. / Bis ins hohe Alter war er unermüdlich / für die politische Bildung der Jugend tätig. / Bezirksvorstehung Favoriten",,"Granit ""Rosso Vanga""",,12 Nach 1945,,Errichtet auf Beschluss der Bezirksvorstehung Favoriten laut Sitzung vom 12. Dezember 2007.,,
KUNSTWERKOGD.3619813,3619813,POINT (16.371586368801673 48.23306363251047),94410,1200,Wien,Brigittaplatz 11-13,Manfred-Ackermann-Hof,Gedenktafeln,Manfred Ackermann - Gedenktafel,,"Prof. Manfred Ackermann, geboren am 1. November 1898 in Mikulov/Nikolsburg, Mähren, kam als Kind mit seinen Eltern nach Wien und er lebte in der Brigittenau, wo er zusammen mit seinen Eltern in der Wohnhausanlage Brigittaplatz 11-13 lebte. 
Ab 1923 organisierte er die Jugend des ""Zentralvereins der kaufmännischen Angestellen"" und baute sie zu einer der aktivsten Jugendorganisationen aus. Nach dem Verbot der Sozialdemokratischen Arbeiterpartei war er Mitbegründer und erster Obmann der Revolutionären Sozialisten, deren Führung er bis zum Jahr 1938 angehörte. 1938 von den Nazis vertrieben, flüchtete Manfred Ackermann in die Vereinigten Staaten, wo er wiederum gewerkschaftlich tätig war. Nach seiner Pensionierung kehrte er 1964 nach Österreich zurück und nahm seinen Wohnsitz in der Laaer-Berg-Straße 32. Vom Bundespräsidenten wurde ihm 1973 der Berufstitel ""Professor"" verliehen. Bis ins hohe Alter war er unermüdlich als Volks- und Erwachsenenbildner tätig. Manfred Ackermann ist am 16. Juni 1991 in Wien verstorben.","Professor Manfred ACKERMANN / 1898-1991/ Der Volksbildner und Gewerkschafter wohnte bis / zu seiner Vertreibung durch die Nationalsozialisten / im Jahr 1938 in dieser städtischen Wohnhausanlage / 
Die Bezirksvertretung Brigittenau, 2008",,,,12 Nach 1945,,"Im Jahr 2008 wurde die Wohnhausanlage 20., Brigittaplatz 11-13 nach Prof. Manfred Ackermann (1898-1991) benannt. Auf Beschluss der Bezirksvorstehung Brigittenau laut Sitzung vom 17. September 2008 wurde zudem die Errichtung der Gedenktafel vorgenommen.",,
KUNSTWERKOGD.3619814,3619814,POINT (16.3520163921671 48.19682536801369),94411,1060,Wien,Gumpendorfer Straße 54 (ident mit Blümelgasse 1),,Gedenktafeln,Victor Adler - Gedenktafel,Dr. Viktor Adler - Gedenktafel,"Victor (Viktor) Adler wurde am  24. Juni 1852 in Prag geboren und verstarb am 11. November 1918 in Wien. Der bekannte Arzt, Journalist und sozialdemokratische Politiker wurde in einem Ehrengrab am Wiener Zentralfriedhof (Gruppe 24A) beigesetzt.
Das Haus Gumpendorferstraße 54 bewohnte ab 1905 bis zu seinem Tode.",Dr. Victor Adler. Arzt der Notleidenden / Vorkämpfer der Arbeiterklasse / Begründer der österr. Sozialdemokratie / Reichsratsabgeordneter / Mitbegründer der Republik Österreich / wohnte in diesem Hause von November 1905 bis zu seinem Tode am 11. November 1918.,,Tafel mit Bronzeporträtrelief von Fritz Cremer,,,,,,
KUNSTWERKOGD.3619815,3619815,POINT (16.367077616549818 48.167162525081146),94413,1100,Wien,Leebgasse 102-106/ Stiege 3,Antonie-Alt-Hof,Gedenktafeln,Antonie Alt - Gedenktafel,,"Antonie Alt (1884-1963), ehemalige Gemeinderätin und Favoritner Bezirksrätin. Antonie Alt erwarb sich große Verdienste um eine sozial gerechte Gesellschaft, insbesondere setzte sie sich zeitlebens für die Rechte von Frauen ein.",Antonie Alt / 1884 - 1963/ Mitglied des Wiener Gemeinderates / von 1932-1934 und 1945-1954 / in Würdigung ihres vorbildlichen / sozialen Wirkens für die / Bevölkerung von Wien,,Stein,,12 Nach 1945,,"Die Gedenktafel wurde aus Anlass des 60-Jahr-Jubiläums der Wohnhausanlage und der damit verbundenen Benennung in ""Antonie-Alt-Hof"" errichtet.",,
KUNSTWERKOGD.3619816,3619816,POINT (16.343638848272395 48.21539722628334),94414,1090,Wien,Hebragasse 1,,Gedenktafeln,Emmerich Arleth - Gedenktafel,,"Emmerich Arleth (1900-1965) Schauspieler und Sänger, Ehrenpräsident des ""Wiener Liedes"" und Präsident des Sozialwerks für österreichische Artisten. Arleth erhielt in Anerkennung seiner Verdienste 1960 das Goldene Ehrenzeichen der Republik Österreich. Er wurde in einem ehrenhalber gewidmeten Grab auf dem Wiener Zentralfriedhof beigesetzt. Die Arlethgasse im 19. Bezirk ist nach ihm benannt.","In diesem Haus lebte unser / langjähriger Präsident / Schauspieler / Emmerich Arleth / der unermüdliche Förderer und / Interpret des Wienerliedes /
Wien, 5. November 1967, gewidmet von der / Vereinigung / ""Das Wienerlied""",,Marmor,1967,12 Nach 1945,,"Errichtet von der Vereinigung ""Das Wienerlied""",,
KUNSTWERKOGD.3620052,3620052,POINT (16.35367616925444 48.21219454953576),95589,1080,Wien,Florianigasse 8,,Gedenktafeln,Lazarus Ludwig Zamenhof - Gedenktafel,,,"In den Jahren 1886 und 1895 / wohnte in diesem Hause / L. L. Zamenhof / dem die Welt die internationale Sprache / Esperanto verdankt. / Geboren am 15. Dezember 1859 in Bialystok / Russland studierte er an der Universität / Petersburg, Warschau und Wien Augen- / heilkunde erhielt das Offizierskreuz der / französischen Ehrenlegion des Spani- / schen Isabellenordens und das Ehren- / doktorat der Universität Cambridge. / Sein Leben war der Förderung edlen / Menschentums und der Völker- / Verständigung durch Esperanto / gewidmet. / Er starb in Warschau am 17. April 1917. /
1859 * 1959 / Internationales Esperanto-Museum / in Wien",,Marmor,1959,12 Nach 1945,,,,
KUNSTWERKOGD.3620053,3620053,POINT (16.35320520351022 48.212122674731376),95590,1080,Wien,Florianigasse 10,an der Ecke zur Schlösselgasse,Gedenktafeln,Emanuel Schikaneder - Gedenktafel,,,"In diesem Hause / starb am 21. September 1812 / der Dichter der ""Zauberflöte"" und / 1. Direktor des Theaters an der Wien / Emanuel Schikaneder /
Errichtet von der Raimundgesellschaft zum 150. Todestag / des Dichters am 21. September 1962",,Stein,16.09.1962,12 Nach 1945,,,,
KUNSTWERKOGD.3620054,3620054,POINT (16.35507485261995 48.21033273204821),95591,1080,Wien,Friedrich-Schmidt-Platz 3,,Gedenktafeln,Franz Karl Ginzkey - Gedenktafel,,,"In den Jahren 1897-1912 / wirkte in diesem Haus / als Kartograph / Dr. h. c. Franz Karl / Ginzkey / als dieser schon längst ein be- / deutender Dichter geworden, / hing er noch immer in Dank- / barkeit und Liebe an seiner / einstigen Arbeitsstätte, dem / k. u. k. Militärgeographischen / Institut /
Gewidmet vom / Bundesamt für Eich- und Vermessungswesen / im Jahre 1966",,Marmor,1966,12 Nach 1945,,,,
KUNSTWERKOGD.3620055,3620055,POINT (16.34981408444796 48.21083709860181),95592,1080,Wien,Jodok-Fink-Platz 2,Gymnasium,Gedenktafeln,Anton Wildgans - Gedenktafel,,,"Anton Wildgans / maturierte im Jahre 1900 / in diesem Gymnasium / 
Angeregt und gewidmet von / Dr. Otto und Helene Weissel",,Kupfer (Künstler: Heinz Peter),1934,12 Nach 1945,,,,
KUNSTWERKOGD.3620056,3620056,POINT (16.349544958453652 48.210747198156625),95593,1080,Wien,Jodok-Fink-Platz,Piaristenkirche,Gedenktafeln,Anton Bruckner - Gedenktafel,,,"Anton Bruckner / unterzog sich am 21. November 1861 / an der Orgel dieser Kirche / der praktischen Kompositionsprüfung. / Johann Herbeck, der spätere Hofkapellmeister, / fasste das Ergebnis in die denkwürdigen Worte: / ""Er hätte uns prüfen sollen"" /
1961 / Bezirksvorstehung Josefstadt - Josefstädter Heimatmuseum",,Marmor,1961,12 Nach 1945,,,,
